time,size,sex
1808.3495284119388,24,M
1910.0935470834374,288,M
1933.164076232679,191,M
1821.1629841031618,65,M
1967.60692256328,155,M
1589.4382295054652,14,M
1752.598751037269,32,M
1631.551277058972,268,M
1808.715217314762,203,M
1666.4813619070485,22,M
1542.0193969052245,276,M
1689.9432822576782,46,M
1163.0195454692666,36,M
1830.8920132398487,168,M
1952.1489872197862,75,M
1985.8065170977573,43,M
127.3809358780664,2,M
419.60877918691983,20,M
1888.0211814950483,271,M
38.862496987423846,3,M
1183.5495697985707,27,M
1718.2436092942348,26,M
1793.8881424125298,563,M
1986.1663491035276,81,M
1570.717596467234,31,M
1949.44672963885,16,M
1987.7745768059413,573,M
1776.2361330966587,32,M
1981.0219461796617,196,M
1911.0603182228817,82,M
1545.2807935057192,39,M
1991.0618024687096,40,M
1958.6351581000986,480,M
1731.1281746792406,39,M
1239.6512154790173,19,M
1981.097823355174,404,M
1370.337885363342,27,M
621.1170366572549,20,M
1312.249673752589,19,M
1971.0552715477245,460,M
1073.5398089573334,4,M
416.4233691628652,41,M
1940.9371830577456,634,M
1891.3922494420908,64,M
1901.1933484121248,77,M
910.2476909460487,15,M
1527.0818927542564,174,M
1957.441077757566,269,M
1242.396228366046,15,M
1686.893993092448,36,M
36.50322757844792,19,M
1935.2676997361784,12,M
1959.9700475154139,359,M
1984.3975362815268,269,M
1938.2162157286464,290,M
1947.1435089109953,168,M
1973.948531711409,167,M
1280.2887040321891,31,M
601.5705450882587,4,M
1914.111657246772,188,M
1783.2616971874152,52,M
1988.9053752587579,101,M
1754.359733197275,3,M
1240.61132686766,5,M
805.0401914037465,2,M
1895.523329078177,16,M
1857.7541018951774,329,M
1658.6705230524494,11,M
1947.0810102072412,131,M
1966.5452568306998,268,M
1728.1531571563887,211,M
1916.415980537749,94,M
1985.0964723573538,105,M
676.0636945497282,41,M
1879.5587307624078,56,M
1836.988884693895,61,M
1978.8469514501467,341,M
1782.647989366376,203,M
1671.2521194725116,31,M
1950.959024542226,7,M
1845.3287738373995,65,M
1973.7214021154077,144,M
1534.506460949176,126,M
1678.459692130928,95,M
1900.3595028446814,15,M
1712.6000785247038,372,M
1935.8590951363933,229,M
1827.1442814720795,104,M
326.898592681364,15,M
1276.2369454653951,19,M
1969.3914765236348,73,M
1998.221806080768,6,M
1143.3650733154902,268,M
1959.3281075975508,498,M
846.4001510218744,39,M
865.9063041210536,4,M
1850.8141084292972,31,M
1994.6626842141914,62,M
1731.451789232792,82,M
1963.9037113950542,231,M
1896.657379164864,409,M
1694.9016815468178,30,M
1415.2763855631788,77,M
1671.5814325166505,23,M
1850.2677376141587,135,M
1684.2307202901652,184,M
1513.7516654376898,126,M
1269.9713659105123,41,M
1848.580122978173,237,M
1596.701657417213,9,M
1922.7919099668168,11,M
1583.3676856037848,211,M
1235.0890226395945,21,M
898.9553506047017,3,M
873.2903954052229,14,M
267.9670203617997,5,M
342.190952702973,41,M
1985.2388733130595,304,M
1905.2216486344741,495,M
1691.3147813850912,20,M
1997.4755767031068,545,M
1522.0820222417747,77,M
1888.3022033166985,29,M
1808.7567324083052,104,M
1522.3405197101108,41,M
974.6353497949046,409,M
1072.123737913964,211,M
1913.4413299790808,474,M
1968.46218055896,601,M
499.72499507382236,41,M
1772.349059473544,337,M
1974.8898180093197,108,M
1896.5513041760678,231,M
1953.2218161619628,66,M
1984.6700089782362,305,M
1952.8772458376745,159,M
1585.171787421215,268,M
693.7176165092486,19,M
1922.283092552353,80,M
1946.6199042527048,461,M
1112.7506962516234,268,M
931.7922220520127,3,M
1905.8891616634596,66,M
1943.9308642489777,305,M
1994.0027119506067,526,M
1515.3131843290944,59,M
1069.7289920323813,2,M
1591.1815534369016,39,M
1694.6367173906951,10,M
1990.5602183128701,103,M
1918.3439781247212,8,M
1849.108619309029,80,M
1978.452467194303,611,M
1700.6643002786777,19,M
1950.9546591422738,218,M
1996.3228022586266,193,M
1624.7145052631377,52,M
1693.5713309495957,82,M
1647.9727638243755,25,M
568.6987587043797,27,M
985.6419790665184,2,M
1875.2980307387404,35,M
1982.8368335134676,346,M
1904.7667584871954,534,M
1740.5593193471152,5,M
1924.3486815792357,164,M
1296.6166624077382,21,M
1841.598021669905,14,M
1932.274150454933,470,M
1562.4910844967592,22,M
545.9255056163446,2,M
1879.7981552120195,25,M
1879.8281368836701,329,M
619.1474286617453,211,M
1874.6626019948237,19,M
1240.464556337733,41,M
1798.334193713734,211,M
1938.2393478116007,299,M
1654.6657879760821,16,M
1971.793826992417,123,M
1383.4012131370648,10,M
1259.2216983826256,39,M
1996.7950318164756,269,M
1885.645459480936,109,M
1979.6915208512808,208,M
1999.8254719686236,572,M
1993.131534475352,136,M
1796.8910522153415,74,M
1997.7238006848575,82,M
1909.646239344652,563,M
365.39769845846246,19,M
1931.373457621152,514,M
1187.286390689043,613,M
1953.1758232375294,19,M
379.30084039098875,41,M
1991.623715534035,455,M
1212.237935644948,39,M
1986.1820426072352,216,M
1586.2715662903802,20,M
1228.8070567640118,211,M
1677.089674881893,21,M
1579.5903210239849,276,M
1864.3557425908082,191,M
1923.0383364594559,499,M
1881.8143159295814,473,M
1952.661501704829,563,M
1933.1052557639564,558,M
1728.5614646646252,79,M
1987.9278051647211,25,M
1269.427009850083,77,M
1560.373513667393,16,M
1966.4697583961904,320,M
1647.3244910021926,21,M
724.0543246186227,41,M
1996.4896537198883,12,M
1990.172501944002,638,M
1793.3553778071855,8,M
1980.2809082477106,63,M
1570.1922799506497,14,M
1952.3598066309503,174,M
1483.1699626579075,30,M
1973.489368195301,351,M
1896.3037238811005,103,M
1881.2768103472324,57,M
1046.6054983697052,19,M
1767.6666925743257,499,M
256.72173907570175,20,M
1998.6393171474722,5,M
1817.3656839488285,51,M
737.1404822836364,3,M
1476.3550493261032,4,M
308.1267621809102,20,M
806.0535913054495,10,M
79.53372986079414,5,M
1263.3616080437305,14,M
1623.2075473624668,4,M
1672.391820364398,18,M
1014.2626404902686,268,M
1579.7578948052642,21,M
1933.976280034592,207,M
1974.6430389528086,138,M
1972.0965001566603,124,M
1593.130956274383,17,M
560.1093202107836,3,M
1727.7865796057386,126,M
1935.3775916785087,329,M
1942.352819036887,130,M
173.694291735234,4,M
1898.0138427675452,65,M
1854.3825363636329,57,M
1943.2227147715735,98,M
1154.4110956367033,39,M
942.7714815026561,41,M
1884.9772792111205,609,M
1260.2369793575033,25,M
279.62928619759464,15,M
1883.7296104432648,49,M
1860.6991611589476,268,M
1143.6283666975453,3,M
1837.1332099465571,340,M
1513.7693415364613,8,M
101.78815308152224,5,M
420.0462487388348,39,M
1969.212728354312,531,M
1943.347181570575,20,M
1481.018492990135,211,M
1618.5500773439312,22,M
485.17357349282634,14,M
1818.4141226375332,8,M
1988.126935644974,580,M
1312.7309845928864,211,M
1940.2348380236135,22,M
1981.0260736683595,27,M
1986.5679541627774,141,M
1132.8655544288981,19,M
767.1100549174009,10,M
1258.303851344242,27,M
1708.9079095546729,65,M
1987.0719493342253,274,M
1999.9991119604356,440,M
1955.6778866395985,208,M
1594.8468423731094,16,M
1956.4597034049852,34,M
1904.3508708737434,434,M
1940.0430130986047,188,M
1733.6303987049635,10,M
1844.7035034311311,29,M
1862.7014530156628,61,M
1970.5824269033799,432,M
1912.0825260219456,430,M
1913.2317943458447,76,M
1867.6106438295863,625,M
1931.0930141140655,170,M
1510.7391146284258,30,M
1941.9451929472675,53,M
1975.900658018734,94,M
987.3482030146015,268,M
1952.826135812389,553,M
1862.9681577847682,82,M
1972.2077792137898,135,M
1898.679911785098,57,M
287.2539295513454,14,M
145.64864325255306,39,M
1988.3326329453985,581,M
1839.9941457879286,231,M
1781.0873805458407,51,M
1891.758849337935,244,M
1776.5298344238035,372,M
1898.2067896163041,4,M
1361.6254938721665,8,M
1913.3743121816092,625,M
1866.0922976601767,48,M
1813.2909685141806,49,M
1771.8604157815791,495,M
1828.7999644296979,11,M
1977.9111553322718,16,M
542.758150119449,5,M
1899.509070512093,23,M
1883.0090059861616,359,M
1829.20642242489,185,M
1913.5401140973815,46,M
1433.6400813760142,203,M
694.7246698354877,211,M
1942.509718277344,116,M
1884.726369610719,78,M
1835.428538497281,27,M
635.7059065814544,5,M
1428.291739583484,79,M
1009.8149224984343,5,M
1923.118026779289,40,M
1951.1851179827468,42,M
1895.5623155733063,558,M
1264.8306596464947,15,M
1931.745775697199,244,M
1954.4608924981433,102,M
1969.693933176152,278,M
1975.0236778151557,625,M
1918.4146903730677,41,M
1992.3219947943214,71,M
939.7177699354818,39,M
1962.2770302873603,332,M
1928.1981949186518,480,M
1959.6034267434634,472,M
1998.1961902637768,110,M
1668.8969358244067,17,M
1969.973333859016,352,M
985.479330744263,20,M
1767.8758877014734,41,M
1973.8690174006033,212,M
1940.462801958272,479,M
1966.4172868133012,347,M
1939.3689182380267,73,M
1959.8125531621338,23,M
1521.1559086846098,613,M
1605.6934525553668,5,M
1979.0954396167435,313,M
1968.5105069906263,56,M
1964.7137156007075,545,M
82.16006450076377,41,M
1338.6343992045915,8,M
1716.6155688940707,9,M
1667.252261206152,2,M
1998.1249050802583,651,M
1861.9388209717488,44,M
1663.9339753426564,108,M
1936.936571174033,3,M
1535.3025632869862,3,M
1453.0711925750732,14,M
1621.3365520387931,82,M
128.94713637996819,15,M
1996.0747937813135,341,M
1791.1824585664185,50,M
1812.353330028852,7,M
1860.7759333016068,17,M
1963.369549759809,407,M
1466.0795760397145,203,M
1328.3010094798326,409,M
1577.2927235233883,74,M
395.661243100151,3,M
1994.0490691151592,16,M
1744.3140473962173,23,M
1987.133556407643,72,M
746.5710938668727,15,M
325.34913383302484,39,M
374.279027202251,4,M
1996.1861977799838,118,M
304.09355833362423,3,M
1456.522271055278,5,M
1016.0519536916008,2,M
1806.8108428644025,172,M
1821.0771503272513,211,M
1998.3973529152363,4,M
1919.1135521251088,53,M
1742.3671738403211,108,M
1899.6649261876796,94,M
1247.925284430844,20,M
1879.1394517005806,21,M
1353.7725594646386,15,M
1996.842918031102,148,M
1821.0539502454405,6,M
1827.6746173625493,106,M
1907.3184123647623,352,M
1900.0751385412211,61,M
1376.5062962261152,79,M
729.7948359304928,20,M
1934.0291181679754,89,M
1979.3196318264424,266,M
1437.0656861329314,6,M
1935.0196353720298,122,M
906.0539592152878,19,M
1918.8299506167102,290,M
1556.8786516792172,613,M
1835.0094214172748,126,M
1922.997321651295,50,M
1985.7876094710955,181,M
1323.9465332968668,41,M
1998.7048827458432,295,M
1963.3946109393592,229,M
1968.7619279120354,57,M
1178.6404052577761,211,M
1916.7434834729027,271,M
613.5388470685266,39,M
1897.743015099995,117,M
1999.6240189050504,457,M
1430.9730979323815,2,M
1920.997143221396,63,M
1710.7037318842729,276,M
1943.6397027087578,56,M
498.18820597467146,211,M
1163.5562191993274,4,M
1595.845221548983,82,M
1994.954005303368,522,M
1528.310114740066,14,M
1873.5060311601737,131,M
1759.8438303824319,491,M
1990.0668750372413,285,M
1283.3792298499322,3,M
1814.3485777097048,77,M
1686.3270847883402,17,M
1623.8893415540144,11,M
1817.9702474984053,56,M
1546.5081703664055,23,M
1976.5040676210551,47,M
365.79790833852115,39,M
1528.6174699746584,49,M
1833.1946185004797,114,M
1998.4749875328903,526,M
1601.1609028588766,211,M
1752.3672236472955,69,M
1847.667103430621,563,M
1952.5776729880713,623,M
204.03643245762413,15,M
624.6464099966048,3,M
1996.2348627985243,14,M
1681.147544962786,546,M
1897.147133324033,170,M
689.0873703226222,39,M
1459.116087851476,36,M
1824.2653059489462,184,M
1721.7633834103237,36,M
1542.6408010330847,9,M
1933.7996154202108,578,M
1831.3109438484994,19,M
1949.970929490013,401,M
1575.7349937665936,36,M
1977.7242780203724,202,M
1883.1609427858832,39,M
1694.7227634519732,49,M
1837.6978186408032,132,M
379.35616479292503,14,M
1856.6144034723548,33,M
588.9062015797438,5,M
1887.1362179120279,174,M
314.364762344647,2,M
817.8094278731786,15,M
1992.2762457395513,398,M
1813.696335674257,268,M
1743.362727772826,409,M
1995.5367701256264,46,M
37.77923799263294,2,M
1958.2248852395996,526,M
1538.3878108311208,59,M
514.3816317362622,3,M
784.411615813948,3,M
1638.9237981079252,32,M
1903.0522719193214,60,M
1963.2475223587528,310,M
1240.812514066105,36,M
517.6377985975151,20,M
986.9261706424409,211,M
1900.1065247525414,27,M
1967.4673747876425,195,M
1794.057201198302,372,M
597.6146618000363,2,M
1886.6188191811646,211,M
1962.463007863746,493,M
1993.456910830955,99,M
1931.9309918069853,279,M
1939.6111573600492,372,M
1805.5445337440617,33,M
1734.6775541957093,65,M
1945.7021413136831,591,M
915.7420442438508,39,M
1780.9590743231483,546,M
1878.8012641594125,116,M
1457.8201499082516,17,M
1975.0915585202742,30,M
1955.3356404794802,334,M
1993.6279416084594,209,M
1665.837687032813,14,M
1958.7158053296112,333,M
1995.575799008201,177,M
1569.5937626119971,10,M
203.86640181437792,14,M
1510.3687686819078,409,M
33.64526277987095,4,M
1947.333106425698,544,M
1984.1142149186855,290,M
1769.6340528833075,61,M
1472.5649818208542,15,M
275.26377161489,3,M
713.6071083862965,2,M
1793.004586517991,25,M
1920.7710735575572,460,M
1994.469170952387,553,M
1994.233096640398,44,M
917.0994726411827,14,M
1993.101453806427,621,M
595.4051752817737,41,M
1875.0024233219447,215,M
691.8255398198781,14,M
1121.7902015508594,2,M
570.9392924972681,41,M
1971.4334996659056,115,M
1327.597941020603,14,M
1921.3401334553396,591,M
203.32887684489612,5,M
1937.4498050842087,489,M
1917.1826714128244,159,M
1148.3836611506126,22,M
398.9617517592727,20,M
1679.333487196216,52,M
1334.8512796114542,211,M
1419.9318027952902,211,M
957.844188111312,5,M
967.6273008784676,4,M
549.2577082353573,14,M
932.6813945849149,27,M
1362.220676450321,14,M
1927.5412972356758,86,M
1553.5749820365577,108,M
1967.5217830048184,440,M
1969.0526086649825,406,M
1944.1950971224674,126,M
1989.5205108413782,172,M
406.5085083677556,19,M
1989.7844004544675,188,M
1927.2632473237375,227,M
1957.2410447321581,76,M
1925.0445483848077,31,M
197.47054962016014,41,M
1985.101607226377,122,M
1900.0963021663456,124,M
1947.8198891035772,228,M
1960.1039992864373,383,M
1651.2796648282078,23,M
1965.506180606122,151,M
1739.8861694041927,15,M
1915.7852954881507,233,M
1969.230416017604,174,M
1893.526366031679,158,M
1939.2775618379655,474,M
1832.4501520965662,5,M
1997.074036868439,565,M
1494.5778405718588,203,M
1698.6111378820415,191,M
1368.063732092516,19,M
1666.615065992761,184,M
1943.2237659902719,603,M
1962.640380495451,249,M
470.5879569299681,15,M
1138.5436576302197,5,M
755.3787792120362,39,M
1888.432764371019,99,M
296.3523962790164,4,M
362.3664855635208,14,M
1333.5965785387464,21,M
1922.4754048390191,650,M
434.868942931689,5,M
541.6731129247586,10,M
1997.8124359761523,254,M
1980.776443275058,158,M
1977.0941835299252,87,M
1972.36817441072,353,M
1764.2172777387348,55,M
1945.666525964958,135,M
824.754790042981,10,M
1974.8128222922032,485,M
1905.4977202746825,102,M
1912.9881381047524,613,M
795.4357406317771,27,M
1931.0164022288213,34,M
1975.3804813460279,624,M
1838.3103434586228,38,M
890.7630409767704,268,M
872.8918639018799,2,M
1932.461452396698,60,M
1997.9532874102902,29,M
1948.7447575268752,14,M
1375.5187716167427,77,M
1985.5302340289024,604,M
1880.612045051487,434,M
1994.8491556889326,18,M
1960.841027624193,172,M
1949.6038060391268,25,M
1812.6615403088822,298,M
1926.5104728241904,189,M
1105.6245351586656,27,M
1827.8739362340798,174,M
1790.4798811317266,38,M
1891.0512945500834,499,M
1535.431793516693,409,M
1939.1815750471203,147,M
1943.8000517828111,4,M
1710.866734401592,23,M
1539.1672593157418,268,M
1614.1379232205136,19,M
319.97466207945854,4,M
1956.8005958578253,44,M
1896.401045488941,215,M
1917.2210180880836,239,M
1562.89420434409,2,M
1095.031649097935,211,M
1919.4851909940467,238,M
1472.7501261264567,31,M
746.20150799699,211,M
1834.7255400707368,337,M
1112.1716701265514,5,M
1670.6591039151297,82,M
77.19698059610808,4,M
1960.205078944969,37,M
1988.4883559823759,91,M
1473.588134723694,7,M
1939.0767828874775,15,M
1873.6798307572742,79,M
1630.4847533626496,79,M
1601.52390963653,108,M
1872.0024932219885,158,M
1897.766603922561,654,M
1788.424179164443,14,M
1994.2430598024698,644,M
422.1068814112534,3,M
1884.012777799953,86,M
1928.8751367101431,156,M
1372.8473240219578,36,M
1542.6280844521373,2,M
1760.6271025028261,268,M
1685.9196286575548,79,M
648.1855277769124,2,M
1511.6826939701982,23,M
1948.1980271330942,508,M
1878.1645848801415,196,M
1638.1249691980013,276,M
1638.256846877629,8,M
1958.1234832832256,72,M
1210.6125039155827,4,M
1983.1170160617532,151,M
1561.8880630183085,4,M
1975.2538512178467,76,M
467.36076574099155,268,M
1804.0331870632772,108,M
1957.6569256895368,512,M
1927.6422248312538,606,M
1182.4347095254109,268,M
1889.8219163579297,299,M
1995.2016425292227,74,M
1973.1081471161528,5,M
1970.8552881291612,11,M
1590.8073971492202,3,M
1112.4891904989445,36,M
1960.3385501669222,279,M
1602.27490505948,74,M
1974.3358230115218,22,M
1784.498866193082,17,M
1963.5158277133858,314,M
1927.2997134339182,433,M
1949.8911311638867,644,M
1933.518200366027,26,M
1999.1045809852267,17,M
1958.9909092735854,10,M
1945.8604844438282,81,M
651.3057071499807,268,M
1433.572894879899,14,M
822.1518388828266,4,M
810.9332823277716,39,M
1919.2003001767368,406,M
1832.3641668371406,31,M
261.9888940003561,4,M
1694.2581341692264,8,M
1263.6927873931502,46,M
1991.33933643998,418,M
1891.1493994225257,38,M
1984.9443715455147,370,M
98.25471204293964,15,M
508.58776342386415,5,M
1137.4683221251216,36,M
1984.7916380171423,53,M
1933.2205716547894,194,M
1897.708899734107,52,M
1042.628414563026,22,M
1686.5833285754663,65,M
1946.5207519160135,49,M
1936.246127780502,488,M
1876.5237628715597,406,M
1155.7356948526872,27,M
1601.170643620082,10,M
1939.9543273041195,43,M
1717.5975638873747,19,M
1994.0897414914116,505,M
1580.8555387485865,46,M
1974.1283257040736,17,M
1963.8515185851504,639,M
1661.2248059232295,52,M
1912.8782694347412,374,M
1996.2284977536185,399,M
1564.7107173876818,5,M
1989.1991995457524,616,M
1865.3027961749297,169,M
1886.0389392338825,34,M
1932.2788032847552,314,M
1929.970997480523,172,M
150.2311247654721,20,M
768.1208637631537,41,M
1760.107676273529,59,M
1938.7337969367645,530,M
1988.2575794432926,565,M
1984.8136453717518,85,M
1387.2748463067417,15,M
1969.9929772205157,367,M
1865.2511609728972,237,M
1976.8682159283883,287,M
1369.8207322032274,31,M
1812.9488438652904,41,M
1852.2327924988958,55,M
1992.8240928339328,264,M
773.6288998883246,2,M
1307.631514944286,4,M
1918.0116432190396,115,M
1229.572426127018,268,M
24.105644716434092,20,M
1325.3407776461943,2,M
655.795110492365,211,M
520.9822259208131,39,M
1914.8479936544886,139,M
1574.8554900359059,6,M
1095.1757163632228,10,M
1874.1303773205032,42,M
1657.748876719303,10,M
1512.4577802616636,276,M
1866.8509974670246,211,M
1984.7837346270442,273,M
1844.91518574131,50,M
1845.9949876395365,299,M
1972.2210211179124,75,M
1760.445815348359,8,M
1870.6108360720339,185,M
1961.1717241720646,390,M
1935.4031311714143,161,M
1960.7332108120422,140,M
1969.5682765549875,408,M
1995.3997324692257,215,M
1999.0831486852662,32,M
1920.051989556988,627,M
1101.5543193788183,409,M
1928.6322472914085,155,M
954.8556102908913,10,M
1628.203536052029,59,M
1954.7489711893545,288,M
1912.597219817862,237,M
988.9726367147281,10,M
1809.1703068273766,650,M
1359.1013661683455,9,M
1297.2148107805256,409,M
1123.742402812563,211,M
1883.078592725208,9,M
1998.768114076012,8,M
1198.6643290701568,5,M
1988.516533656687,3,M
1512.8456058317217,3,M
1974.6520440315849,345,M
855.5687927559762,3,M
665.2161337810869,3,M
1968.4184755199924,97,M
1994.0379673605555,560,M
1999.7077330806333,27,M
1757.8935030625846,52,M
1714.8108017779152,495,M
1412.9876253158234,21,M
958.8532656011346,19,M
1476.3344072583602,268,M
512.9666268221978,19,M
1970.1058970512477,316,M
1250.7480822450577,77,M
1582.444038756928,8,M
1928.563924318201,106,M
337.6835936569057,2,M
