time,size,sex
11287.492259536166,64,M
19438.997611137955,165,M
19662.553895951365,2791,M
19000.534483428408,1541,M
19823.611056806414,4933,M
19992.077350904114,545,M
18643.477536196486,51,M
19731.54429288289,447,M
18385.38733017427,1744,M
19948.0743515423,2868,M
19969.24389943289,4006,M
16107.56370616885,120,M
19965.768215675573,5438,M
19565.10507724007,451,M
13123.312020070973,55,M
19967.135857238965,1817,M
19689.843526966466,198,M
19096.815602262755,558,M
19968.6580707695,4922,M
19982.103609893173,944,M
19645.60063841762,2981,M
19937.80222140094,6519,M
19782.788962466904,1617,M
19829.03982271307,3216,M
17962.408885687688,26,M
12465.530096502636,135,M
19996.254087809724,7063,M
19494.77784121058,1997,M
16338.5140780682,39,M
13650.867287864641,6,M
19123.999248055763,2541,M
9643.855169878627,64,M
19719.537621834148,515,M
19762.88062079435,43,M
19280.13174032718,19,M
19649.31741812974,816,M
18154.9658394267,70,M
17723.443175632037,125,M
19739.510861804974,4985,M
16533.60054803945,187,M
130.00555946778925,6,M
19952.60970716931,459,M
9218.816503019567,724,M
19781.061314579627,1743,M
19981.96202285955,1128,M
5325.800020531461,17,M
18812.545014142925,1193,M
19940.439158472687,3780,M
19415.00600620258,723,M
19440.60258321261,28,M
17011.11412562466,42,M
13447.895066091376,60,M
19675.023381718107,517,M
3327.9209712510137,6,M
18336.934640042866,28,M
19991.850529115283,4497,M
19985.92498945261,4926,M
19984.491938768464,325,M
19824.45078224409,161,M
19361.027542213433,138,M
17863.203544428987,271,M
19822.471341893583,758,M
19454.10732111402,541,M
2184.393561566392,58,M
18757.56131887122,59,M
19794.522585250255,863,M
19625.500585647867,577,M
19466.561192670208,326,M
19873.924940611407,1052,M
19921.99587524778,1152,M
19991.585828716637,5385,M
16288.931194499182,93,M
19983.212463464453,2062,M
10101.944397342388,4,M
19742.51094763531,611,M
19980.414173904654,5001,M
5668.322674930089,64,M
19996.734571640456,973,M
19966.986411124362,50,M
19806.584186663793,7117,M
17130.330319367702,945,M
19176.461917023247,364,M
19999.594426823736,794,M
19911.327411119466,704,M
7737.342411268605,13,M
18886.474803764137,615,M
18772.05206066461,2791,M
19668.86029111894,271,M
8911.13645330909,2,M
19950.210100718738,5366,M
16705.833223881942,11,M
19780.43423744538,474,M
16747.67888293513,221,M
19684.4590411417,6278,M
16842.383857401772,155,M
7796.020239538333,15,M
12617.982029240107,20,M
19934.879732246565,3401,M
17974.8541866303,371,M
17858.062860060818,263,M
19082.405944609334,399,M
8763.989595290166,55,M
18307.477415841073,79,M
19846.213693988975,378,M
19919.375783739768,6364,M
19682.85338661493,6049,M
19463.50909276697,231,M
19716.658576047157,6391,M
5274.1571166449385,10,M
18641.219443438797,399,M
19957.534711127148,3123,M
19961.09783327351,1028,M
15296.93667605879,615,M
16780.95411019193,153,M
12598.738234121294,4,M
18786.716153814505,65,M
19802.820160964413,1744,M
18979.570284297424,10,M
19965.30117761712,1744,M
10094.086685291148,17,M
16237.257465720528,128,M
16981.533787725653,172,M
11345.997705682601,724,M
19525.50477459803,964,M
6680.086953049576,13,M
17705.334137538517,711,M
16792.599528665003,685,M
19979.959127815844,3433,M
19854.772319150004,1113,M
13326.24232474048,110,M
4451.249236936776,15,M
18067.864894327093,42,M
15868.24828129792,131,M
19927.6878200044,748,M
19941.540167489595,4375,M
15734.396123087943,262,M
19981.91698776036,1596,M
18170.73492502176,1338,M
12800.400690560715,22,M
19939.656044668274,139,M
19170.762112196728,164,M
10161.589474190865,55,M
6045.474524715352,52,M
19658.824187948547,1516,M
19226.116705414275,3,M
19479.89083630262,5751,M
14749.89004115798,21,M
18648.787565964896,1193,M
17905.695142570632,272,M
19696.183943922922,308,M
15402.177472815154,46,M
12395.28228096227,84,M
14319.912157828256,12,M
9031.661191493626,153,M
19978.831027254313,1167,M
19641.487104713953,731,M
17924.499202774365,344,M
19990.76386359709,30,M
16731.01681495382,271,M
3396.952028862592,10,M
18312.062700424198,7,M
9858.068387480173,52,M
19263.141671803292,1744,M
15718.93672300478,25,M
19932.349058720705,6317,M
18200.596785952363,119,M
19400.88073418786,161,M
19930.28350712444,2413,M
19764.448601657976,746,M
19907.74036128864,859,M
19475.816858769493,327,M
17944.7069973907,15,M
19915.44769372731,6005,M
19999.23099614487,2244,M
19974.88309008599,1196,M
19963.968665304514,5410,M
19875.37107410091,1136,M
18629.595805006553,220,M
18446.001574360744,33,M
19288.73309528787,374,M
7843.10791815847,6,M
15306.48935282442,724,M
19693.91636868941,1728,M
19689.982569838547,4993,M
19972.895503890162,5845,M
19919.32304587741,168,M
19923.111418745495,336,M
19519.899834599015,2178,M
19847.099188203352,4253,M
8567.100127716438,103,M
19661.69497967814,188,M
19943.61482581688,4489,M
19396.015569758318,97,M
19374.88585331361,38,M
19959.011712432417,3752,M
19610.65327398035,74,M
19486.00927706327,2541,M
18674.336573113047,777,M
18773.172041674483,42,M
19968.563831052998,1032,M
19818.76617290089,1144,M
19825.280654885104,124,M
19368.502841121506,550,M
16292.226506523082,10,M
16543.582635682385,198,M
15110.246992750152,131,M
11758.691299889973,3,M
15781.116646587176,65,M
15961.801007379678,45,M
19988.217317387287,2571,M
19984.579776731727,838,M
19885.115450451693,568,M
19930.57592175808,1398,M
3575.315135000945,15,M
15762.803191813535,344,M
19972.10461913173,225,M
19881.95526124092,175,M
19990.918988249516,863,M
18911.168292508282,83,M
19519.693991459902,1744,M
18331.114806410355,945,M
19993.732952874685,6478,M
19925.578745421953,1837,M
19953.706042544854,4857,M
19561.02868641721,2630,M
18358.111011673787,353,M
16741.856865597798,12,M
14186.517559263993,135,M
11506.315081648443,34,M
19938.25787990907,4824,M
19053.394060344817,584,M
19995.67932146655,876,M
17213.079451464586,214,M
15953.825274799054,7,M
19988.985867469746,170,M
16765.04727556901,198,M
16538.69896194248,51,M
3522.0757319033623,52,M
19055.97198722939,258,M
19962.958107573442,152,M
19593.42894460625,1551,M
19764.442739571103,1463,M
15806.573537702005,120,M
19974.919743089726,945,M
18739.324753707722,449,M
19818.132427782908,228,M
16356.082806487279,7,M
19344.110175292044,201,M
19580.501725973038,70,M
16818.033850673623,16,M
19601.417381003568,49,M
19996.311612178048,2345,M
18223.942169135047,40,M
13378.032559190846,15,M
16419.962830742716,128,M
19979.415642582928,2106,M
16843.827454036025,19,M
18583.5824945275,161,M
19975.353894328695,1841,M
19446.19373866331,2066,M
12333.871220566714,10,M
9928.034780780612,58,M
19216.593896273775,347,M
19251.679679379984,54,M
15397.039518161884,12,M
19886.355766040517,1562,M
19984.504803069496,543,M
19696.08627032813,5692,M
15971.927740776837,65,M
19962.432038450683,7071,M
19993.357680827707,5024,M
9446.668239799132,6,M
15942.072826051839,524,M
18525.553810154044,344,M
16291.46180815207,55,M
18517.332061312274,1598,M
14706.71210907265,58,M
19875.282086170602,5702,M
19955.08640807244,7002,M
19928.344258364745,5715,M
19790.133039848934,624,M
4951.112398852459,22,M
16173.838973488511,438,M
17066.270253095205,155,M
12898.964272870702,326,M
14446.188589970843,131,M
19543.827678366975,1728,M
7991.555786445224,153,M
19635.1045787032,4895,M
19672.148036730752,2401,M
19464.91872252179,52,M
16698.10721774404,13,M
19972.696267438452,6228,M
19905.01715997859,3236,M
18721.705520432923,70,M
19992.940322380353,4319,M
19863.944655018928,832,M
13386.649581821603,84,M
2411.1161769309656,4,M
19563.142505235825,456,M
18976.234105870382,279,M
19983.50044626691,687,M
15262.47703212663,26,M
12824.94837476871,84,M
12998.915210130253,24,M
18010.69560130111,60,M
13990.5286806502,59,M
19685.528193882936,377,M
19231.38297749185,162,M
7895.216777438801,59,M
19949.286064019685,187,M
18941.715488901555,1302,M
19611.95642669793,51,M
18940.719184454298,923,M
19507.19425872108,1354,M
19745.18667911849,1405,M
19013.36744316534,82,M
19822.032969478827,848,M
18924.693621721683,649,M
19955.850087248575,4833,M
19985.15325070306,2232,M
11719.655817308427,13,M
6303.5282850195035,2,M
19977.08072255106,701,M
17628.467798356505,787,M
19216.030251838525,95,M
14216.659133416524,15,M
19831.102782858394,112,M
19892.045365044498,5682,M
19456.256578959743,9,M
19925.3361369874,4226,M
10476.690876287888,59,M
18287.58214684753,210,M
19600.2760769844,615,M
19901.34866559152,331,M
19943.83509857242,1566,M
19549.55331760368,6867,M
19937.03033942984,2013,M
14133.04624810163,60,M
19042.17788165161,5,M
17675.308640183877,68,M
9939.416600283756,13,M
19999.265940846348,7341,M
18127.474135317334,1397,M
19972.61379254874,6869,M
19943.210906331566,679,M
19981.26083026985,1217,M
18010.031883924716,120,M
16905.261542436518,64,M
18498.655199466248,7,M
17116.341428799034,263,M
8946.734886427443,9,M
15583.154155086419,9,M
19814.797436016623,2929,M
17509.713662615333,214,M
19619.93634808657,5003,M
19886.474381316766,4556,M
19711.089488691076,1008,M
18258.626008875326,102,M
17651.671951173194,263,M
19411.025351323264,448,M
19937.823893667508,3784,M
16944.277235375394,71,M
19957.1394037802,4507,M
216.83257951800175,2,M
19103.867426730394,2,M
19867.929157571958,5436,M
11280.189168153833,103,M
18763.93519682721,8,M
19454.912133660557,162,M
16350.181767095162,615,M
8247.492136317429,131,M
975.9206697918893,58,M
19332.69051207954,1053,M
19995.649871664315,5836,M
18637.826448817148,310,M
19294.945022090462,2933,M
19309.785357918227,174,M
19785.878170045245,599,M
18713.205444607804,399,M
19838.948107408232,612,M
19947.5013516391,5285,M
18593.785009226107,2791,M
18742.2918159097,711,M
13365.561166948231,64,M
19016.215144654085,614,M
11171.814484337034,17,M
19992.605312698495,192,M
15914.013298379978,32,M
19579.418426181153,906,M
18937.55299719561,122,M
17965.66829682641,2,M
16565.911735825015,139,M
19388.210255586095,292,M
19220.843054640067,18,M
19479.774656494465,1354,M
18449.532876578716,60,M
19974.68508079151,3446,M
19913.377779987248,6033,M
3917.425305339564,4,M
19103.360843178452,65,M
16021.369634789311,65,M
19980.663432767386,4140,M
19715.555717367184,5408,M
19923.792723309525,1378,M
19812.918296544973,626,M
18977.56553101028,43,M
18075.809128088404,128,M
6772.8735192215645,22,M
18503.797547662372,515,M
18928.005555723128,93,M
19621.1089588582,2651,M
19619.54281803049,2702,M
19498.405114565558,2630,M
19126.998396645726,1379,M
19896.423998132006,238,M
19830.526939548283,440,M
19987.297715613968,6336,M
16595.92018999523,344,M
19679.150109276055,484,M
19896.235672764687,2951,M
19351.916528477235,1941,M
19912.4196917837,3024,M
19989.51801845539,1269,M
15657.934238345615,25,M
18994.93746332883,623,M
16522.5037985741,95,M
19101.87809391944,515,M
17542.93051336637,102,M
19946.012968999825,15,M
17948.69303384321,1073,M
19896.76588634504,2906,M
19445.91723514896,198,M
19903.29094593452,1989,M
11207.614244371276,34,M
19690.290921426844,192,M
13055.429353211894,2,M
18628.42039456014,122,M
19996.002215117336,1743,M
4638.538095630036,10,M
19746.56811387856,1193,M
19666.195579040537,6361,M
19931.5866076345,5299,M
1626.392136359993,6,M
19930.13057194541,1930,M
19962.79517432444,4650,M
13277.636801622526,20,M
19892.64328194197,91,M
19954.716005784212,165,M
19873.794036144453,399,M
11720.116363794556,5,M
4577.484079915722,2,M
5307.205696303583,17,M
19699.417135191678,524,M
18537.01229752614,721,M
7370.3119283513315,64,M
19036.967057750066,288,M
19984.83817562797,7036,M
19852.34110950367,481,M
19913.668677563743,5673,M
14999.180522689509,52,M
19986.14023309768,5620,M
19788.870411072785,1145,M
18964.968517595928,53,M
19940.02396409462,2415,M
18489.010524482608,164,M
19564.6108520628,1474,M
17955.455767840725,155,M
19184.491286648507,27,M
18470.697967024404,152,M
15761.615577489536,139,M
19976.398954221357,866,M
19689.443861977543,1201,M
19865.603462869738,1519,M
13056.880480938038,51,M
19874.886900165468,5021,M
19767.187349784555,524,M
697.8363408324865,2,M
4824.7340083411,22,M
19946.145625688372,7061,M
14366.767905596125,93,M
18078.12702459611,64,M
19758.00271586036,1729,M
2537.879730581838,52,M
19864.779189820532,2821,M
16958.773235961948,35,M
19997.537061836047,2531,M
19992.39010195654,2003,M
17948.457580459104,2933,M
18757.904967539635,13,M
19493.577895334423,1921,M
18428.850379184376,70,M
19983.07267866114,2262,M
16964.670714437,26,M
16911.348052383848,498,M
19955.696613234875,272,M
6478.0825592969095,22,M
19245.839218670877,366,M
19981.42706121825,1930,M
17895.635547535443,155,M
19312.684899402408,604,M
17071.012450967828,105,M
19967.303667146953,6521,M
19917.424417523827,2498,M
16613.825482049113,816,M
19669.61773371071,5751,M
16753.064043046717,172,M
19432.499353240913,239,M
19919.67356709817,1302,M
17022.27879191649,442,M
19687.203906403636,162,M
9476.866611381833,9,M
19416.932045001835,585,M
15673.51514389002,26,M
19298.91269134543,57,M
19910.459819876472,6437,M
19887.95967847511,4273,M
16494.43463291081,110,M
19247.409743717024,374,M
19854.988084818728,403,M
19018.311830792038,344,M
19739.582075419527,1028,M
19747.24111208538,2806,M
17651.202840927417,27,M
19577.551842939098,57,M
19946.236629034014,6062,M
19977.64784185651,3366,M
9195.170538830249,103,M
18201.913249716312,1598,M
19743.489538512866,972,M
19641.582369609798,4033,M
19986.516415786617,694,M
19771.280431263753,19,M
19943.47836390206,6562,M
18556.569898399477,123,M
7941.103563413651,17,M
18726.692206681088,536,M
17804.527135993692,15,M
18128.03353448727,147,M
19890.9159969612,163,M
19900.18081706148,308,M
19802.253279961413,1823,M
6786.319759852575,15,M
15639.140503191906,102,M
19429.45363300072,379,M
17785.763581697247,12,M
19976.607009440246,2968,M
18579.848596616685,337,M
19951.189851069696,1353,M
19794.855564551148,1467,M
19989.220777005827,177,M
17837.978536739705,4005,M
19974.892636751603,3317,M
19535.764209448946,79,M
18836.674113278368,762,M
19868.009561001534,2749,M
18717.085749506197,787,M
19809.12928470494,5871,M
19926.79330395565,4169,M
19805.321659689547,2102,M
19918.05133974378,1567,M
12372.823402529453,17,M
19338.187582887123,79,M
16475.62875758107,120,M
19920.73143482157,1860,M
7214.24392027299,2,M
19958.21221057871,5125,M
17436.87833105502,8,M
19988.400467009218,818,M
19496.21877439214,812,M
10389.61491522003,2,M
9688.898133798883,52,M
16480.195091516525,58,M
17535.287292533038,120,M
19783.22928088335,1921,M
19448.33633094726,191,M
19467.812088429066,5165,M
18857.57594178896,498,M
19976.683241245053,3844,M
17748.610650067585,135,M
19929.93448352469,6404,M
14194.581077768109,153,M
19941.86347830192,1031,M
17494.879502081152,48,M
19992.428776193083,1873,M
18440.48895717912,56,M
19557.39353977404,5551,M
18085.676546485804,6,M
9895.238592817414,2,M
5998.733739971397,55,M
18984.105114091544,69,M
19985.250934317046,6562,M
17615.649231428928,364,M
19493.20463593847,3301,M
17647.789443963735,245,M
18246.700408524437,46,M
13047.180166386299,64,M
18942.650933879482,292,M
19894.461067836724,28,M
19118.83730351327,652,M
18882.75783698686,498,M
19754.70723517028,5837,M
19976.755684282005,3569,M
19765.533750565603,1143,M
19697.513469372425,3460,M
19902.432839535606,53,M
19947.193147035316,217,M
19867.500394378643,6452,M
19690.51929003268,3020,M
19719.619529161566,201,M
19931.690489055953,1127,M
19958.7465534195,6123,M
19774.80068164095,365,M
13018.634126545043,20,M
18408.44022764529,249,M
19576.000691251058,3773,M
19731.714123655704,233,M
13031.214971983714,59,M
18278.15850060542,108,M
19854.3696657563,154,M
19948.34893832585,5384,M
19228.52988181526,721,M
19983.325377722515,677,M
19420.91332358188,964,M
8581.139520807767,6,M
19895.398035363167,1419,M
19462.449304227634,141,M
18065.491050613175,2541,M
7678.3265790418955,153,M
19991.350789236436,517,M
13486.681841294185,64,M
19929.372035977598,4513,M
19987.067724366938,2894,M
19974.513930351968,740,M
19656.728394486207,665,M
19196.372087518932,2392,M
17335.611229352282,22,M
19902.915435252577,4186,M
19770.97290427859,1896,M
15478.14636966735,24,M
17770.32804009322,4004,M
19684.35421749058,142,M
19640.187625981955,259,M
18726.58239037572,220,M
8708.282354638932,2,M
19987.759769529963,2084,M
19499.444443999942,2229,M
18819.534671571913,245,M
5917.83551578174,153,M
18782.14216924734,256,M
19599.796251433017,1809,M
19915.422145890643,7473,M
19991.22919784006,680,M
19952.005029538985,1994,M
10426.756997583443,22,M
18280.81298413305,753,M
19638.913766401583,441,M
3201.7160935966417,15,M
19391.453779132375,1247,M
7583.900505683416,724,M
17263.846813602268,816,M
19983.198283544996,3116,M
8883.032193781512,103,M
19890.988748415595,2050,M
19945.325324993984,7360,M
19988.91232148037,928,M
5753.387102910318,17,M
17765.434206924838,68,M
19260.890069363595,106,M
19014.805589999374,261,M
19451.79391991096,1729,M
17322.602906756616,17,M
19769.87490295264,399,M
19686.318194181607,445,M
15651.404375325392,28,M
2534.9940886033514,13,M
13148.497067743963,326,M
18710.028315737603,10,M
8960.66579031806,103,M
18930.747800561163,3079,M
17430.365371497803,438,M
18844.73402281921,1045,M
19989.120418895385,1975,M
17809.883948731418,8,M
18662.214226433753,558,M
16388.194178143276,344,M
18135.282268494964,2,M
11501.798997934311,64,M
19993.660023687764,4020,M
15548.38036748212,198,M
15620.045123816173,2,M
19647.36221081435,5632,M
16732.550418653493,2541,M
15667.869757000413,27,M
11044.611976684433,153,M
19872.356381389523,1125,M
19822.69602074279,537,M
19875.626408392698,1384,M
14773.748606360183,71,M
17036.603827539733,71,M
19913.638021203686,1440,M
19967.80384881092,5639,M
19972.086242258778,785,M
18995.046343384543,2933,M
19814.19330364775,2745,M
19622.189432728956,8,M
19697.822588172563,447,M
19443.37625662772,1419,M
19794.1856722715,3236,M
19949.498955205356,5336,M
19945.62449616955,909,M
19989.40930651383,320,M
18061.894718801243,16,M
19972.07693175274,321,M
15781.557837002012,25,M
19743.777841517873,541,M
19775.998280981396,135,M
19878.149093068,4985,M
19816.608798721147,96,M
19785.55017331386,3276,M
18427.65310751604,88,M
16418.032649363897,45,M
10712.240275074135,55,M
19527.142714371977,677,M
19897.448535829277,7110,M
5551.395738997916,6,M
19291.3237874916,429,M
19938.9522170539,6153,M
19782.418531862364,347,M
17564.45145452611,198,M
19971.103628491,4510,M
19166.91255511846,419,M
19952.204571766935,104,M
7645.580369355969,59,M
19988.75729792492,3099,M
13908.76665762729,10,M
13045.833618110315,24,M
19861.70947009977,854,M
19714.882572286962,610,M
18379.0049898388,33,M
15399.443403910524,724,M
19046.481638684083,1552,M
17075.321453686778,724,M
19712.09734231164,401,M
19611.678198580583,1171,M
19894.193846777027,4895,M
18841.823766853122,1265,M
15518.248171306488,135,M
19104.408791247977,137,M
5941.1401538592345,4,M
15735.032422643386,344,M
19976.24385103282,1702,M
19778.166306661213,550,M
17818.06849700332,535,M
19624.378729181884,202,M
19316.937713529736,812,M
19415.743972582168,59,M
16267.806369270811,128,M
19994.867130931576,37,M
19939.35635088675,1209,M
17749.781238778585,221,M
19896.546884577434,7387,M
17191.331321172613,221,M
18564.245298346756,604,M
16769.079652842982,498,M
19839.697464876837,629,M
19991.605927951423,1644,M
19159.72549381686,196,M
15650.43562210676,131,M
19972.87759445432,711,M
19511.061104686272,877,M
14092.010587406048,60,M
19877.342710675686,58,M
17360.77565600515,39,M
19534.782773091374,278,M
16885.809078931037,59,M
19652.60544390521,7263,M
19586.87511143533,3454,M
19932.176473968673,61,M
19842.7475440374,325,M
19951.823944454205,992,M
19980.29782528601,4279,M
19926.400802752058,5963,M
19998.633261030205,5410,M
19703.47181398674,15,M
15494.301286171616,15,M
17300.90319810585,142,M
19936.683146362982,3894,M
19197.179074659853,1516,M
19717.92500811018,1691,M
17548.48543035153,152,M
19324.99607471172,150,M
19991.489764117483,502,M
5164.184163945806,2,M
19466.348004104933,374,M
19466.163575947096,261,M
5284.768217520792,52,M
302.508349305472,13,M
19976.371715796533,7045,M
19527.50364671563,3534,M
9741.670541953212,13,M
15733.97973329958,103,M
12479.268827133868,39,M
19320.20176683643,224,M
19991.304078987447,5241,M
14977.722837269492,187,M
15819.983887829183,945,M
19904.3584217478,2483,M
17487.837413503406,110,M
19653.652618095603,1241,M
5749.1828003516475,153,M
19922.09507230332,1824,M
19479.812117748905,2401,M
11168.164405181204,2,M
8354.170252546031,58,M
18641.310992619427,279,M
19032.144672767427,187,M
19637.759643783815,407,M
11164.361699793199,52,M
19736.58994573632,1295,M
19923.42075749865,7461,M
18804.020448527754,787,M
18189.486453686066,24,M
19901.8545390617,6278,M
19438.608810015394,53,M
19736.7872730213,1638,M
19891.718731126046,1640,M
16935.25617710643,139,M
15646.548496245938,59,M
6916.506007777571,64,M
14497.854578073731,71,M
19963.244142438878,2910,M
19969.192971375305,5037,M
947.2883076643122,10,M
19519.655338462053,4967,M
19545.22706362179,217,M
19975.00770061741,2502,M
6340.860903435741,2,M
12168.003460757625,58,M
19976.709743420917,2042,M
19800.79388543607,964,M
10616.21133934903,15,M
14301.226303977943,64,M
8726.913590639337,724,M
19962.728122385444,6278,M
19951.49705408651,5373,M
19997.241851739753,588,M
19343.580838570884,49,M
19987.277528526996,1835,M
19960.688747450124,6320,M
19066.710115828693,1168,M
14556.052699158783,6,M
19845.761778329063,1495,M
19849.194890110164,1228,M
19900.55495087659,3287,M
16127.575105745254,45,M
19970.901078327523,5043,M
2743.684859620382,52,M
9940.987309135153,724,M
5530.475600428853,2,M
19410.093798325834,419,M
19714.545875290423,1728,M
19012.660315176992,1153,M
19965.112185974107,1262,M
6991.751339934131,58,M
19707.45367227782,231,M
16419.45439418518,945,M
19994.60395464739,6223,M
16978.41317334849,271,M
18400.926885827444,220,M
12698.205554220694,15,M
19659.62219730562,58,M
18989.99047677002,16,M
16847.84717346615,139,M
